2.686167135834693909e-02,-1.220996081829071045e-01,-1.039708018302917480e+00,1.015368103981018066e-02,1.145033258944749832e-02,5.414988473057746887e-02
6.916823387145996094e-01,-5.769923925399780273e-01,-5.341142416000366211e-01,7.121273875236511230e-02,1.432140544056892395e-02,1.319979876279830933e-01
4.239773452281951904e-01,9.309785366058349609e-01,-2.239304184913635254e-01,1.676744371652603149e-01,2.725789695978164673e-02,2.700363993644714355e-01
4.789506271481513977e-02,6.728041172027587891e-01,-8.010389804840087891e-01,2.919939458370208740e-01,2.893933653831481934e-01,1.525668203830718994e-01
-5.143814086914062500e-01,-1.157533302903175354e-01,-9.047849178314208984e-01,7.395184785127639771e-02,2.985145747661590576e-01,9.951315820217132568e-02
9.739705361425876617e-03,4.929514229297637939e-01,-9.238651990890502930e-01,5.568039044737815857e-02,1.128083691000938416e-01,2.256591469049453735e-01
-8.536674976348876953e-01,6.064269542694091797e-01,-1.099980063736438751e-02,5.358152464032173157e-02,1.263343393802642822e-01,2.559905052185058594e-01
-8.740555644035339355e-01,5.788569152355194092e-02,-5.738456845283508301e-01,2.276560962200164795e-01,1.797268241643905640e-01,4.693490453064441681e-03
3.320788741111755371e-01,-8.086354732513427734e-01,5.765891671180725098e-01,2.249620705842971802e-01,2.213441878557205200e-01,1.834381520748138428e-01
5.528567433357238770e-01,5.046511292457580566e-01,7.323246598243713379e-01,1.617207974195480347e-01,1.169449761509895325e-01,1.077321842312812805e-01
4.373750090599060059e-01,-2.619102895259857178e-01,9.147288799285888672e-01,2.338886260986328125e-03,1.739253401756286621e-01,2.093172818422317505e-02
-4.317002594470977783e-01,3.783143460750579834e-01,8.758628964424133301e-01,2.983595132827758789e-01,1.890009790658950806e-01,1.602930575609207153e-01
-8.912274837493896484e-01,4.912450611591339111e-01,-2.470115572214126587e-01,9.463075548410415649e-02,2.299057096242904663e-01,1.809006482362747192e-01
-9.690027236938476562e-01,3.852682113647460938e-01,-9.604749828577041626e-02,2.768997848033905029e-01,1.883550919592380524e-02,1.788126677274703979e-01
-3.805969357490539551e-01,4.989418685436248779e-01,-8.383470177650451660e-01,1.893729269504547119e-01,1.679625064134597778e-01,3.846917301416397095e-02
4.143446683883666992e-01,-2.068766206502914429e-02,-9.615161418914794922e-01,2.775015830993652344e-01,1.213575527071952820e-01,6.836730986833572388e-02
-3.488970398902893066e-01,7.163813114166259766e-01,-6.794787645339965820e-01,2.066786438226699829e-01,2.377216219902038574e-01,3.105331212282180786e-02
7.638839483261108398e-01,5.864665508270263672e-01,4.112919270992279053e-01,1.413954198360443115e-01,2.179471403360366821e-01,1.815778911113739014e-01
3.783790171146392822e-01,1.742062903940677643e-02,9.762933254241943359e-01,3.178950771689414978e-02,1.133415028452873230e-01,2.495332807302474976e-01
9.023870229721069336e-01,-1.535447537899017334e-01,-5.086694955825805664e-01,6.290599703788757324e-02,9.889478236436843872e-02,1.783229224383831024e-02
-2.563734650611877441e-01,9.977988600730895996e-01,1.878640353679656982e-01,2.433716692030429840e-02,9.140682406723499298e-03,9.721749275922775269e-02
1.008213043212890625e+00,-2.673890441656112671e-02,2.818051278591156006e-01,9.374962747097015381e-02,5.588191375136375427e-02,9.892772138118743896e-02
-5.068979263305664062e-01,-2.113014459609985352e-01,8.916439414024353027e-01,1.704398393630981445e-01,2.322110682725906372e-01,1.527482364326715469e-02
5.504194498062133789e-01,-6.339044570922851562e-01,-6.259602904319763184e-01,2.373659163713455200e-01,5.966295301914215088e-02,1.901503205299377441e-01
8.241084814071655273e-01,4.361622333526611328e-01,-4.766868948936462402e-01,3.918693214654922485e-02,2.929535210132598877e-01,1.212371587753295898e-01
-8.547282814979553223e-01,4.379355907440185547e-01,-4.174621701240539551e-01,2.001929879188537598e-01,4.534607008099555969e-02,2.047861069440841675e-01
