1.877606660127639771e-01,-2.908868789672851562e-01,-3.927931487560272217e-01,1.246854439377784729e-01,1.373975872993469238e-01,3.715049102902412415e-02
1.464755684137344360e-01,-3.101251423358917236e-01,3.956298828125000000e-01,2.191855311393737793e-01,1.192925032228231430e-02,1.994928866624832153e-01
-5.016640424728393555e-01,1.486490964889526367e-01,1.980794221162796021e-02,2.608642280101776123e-01,1.107208430767059326e-01,2.433819770812988281e-01
-1.385260969400405884e-01,-3.900175392627716064e-01,-3.207063376903533936e-01,2.199401855468750000e-01,8.861627429723739624e-02,2.080736905336380005e-01
-4.044931232929229736e-01,3.253144323825836182e-01,-6.864037364721298218e-02,2.099695354700088501e-01,1.429535597562789917e-01,2.372339218854904175e-01
4.775929152965545654e-01,-3.391056507825851440e-02,-2.119217216968536377e-01,2.858781516551971436e-01,1.105652004480361938e-01,3.822339326143264771e-02
2.831099927425384521e-01,4.397517144680023193e-01,-2.495641261339187622e-02,1.891724020242691040e-01,3.329544141888618469e-02,1.718759089708328247e-01
-1.735626608133316040e-01,3.539930284023284912e-02,4.927256405353546143e-01,1.988745480775833130e-01,2.067067176103591919e-01,2.362652719020843506e-01
1.763882637023925781e-01,-4.116270840167999268e-01,2.713042497634887695e-01,2.018166929483413696e-01,2.412510365247726440e-01,1.763175241649150848e-02
4.953326582908630371e-01,4.651421681046485901e-02,-1.632104516029357910e-01,2.921159565448760986e-01,2.487645298242568970e-02,1.653329133987426758e-01
2.286753207445144653e-01,4.381236433982849121e-01,-1.729478687047958374e-01,1.329322904348373413e-01,2.936118543148040771e-01,1.219835653901100159e-01
-4.292277097702026367e-01,1.424154490232467651e-01,-2.638883590698242188e-01,1.959207653999328613e-01,2.197372615337371826e-01,1.667553335428237915e-01
4.489618837833404541e-01,2.644325196743011475e-01,5.161721259355545044e-02,2.564157545566558838e-01,3.076490201056003571e-02,2.975380122661590576e-01
4.714213907718658447e-01,1.816633492708206177e-01,1.375353783369064331e-01,2.990801930427551270e-01,1.756306886672973633e-01,1.226325109601020813e-01
